Name,category,publishtime,author,version,currentprice,primeprice,feedback,URL_Á´½Ó
Tax-Free Wealth,All Business  Finance & Law,26-May-15,Tom Wheelwright,Paperback,18.27,18.63,4,https://www.bookdepository.com/Tax-Free-Wealth-Tom-Wheelwright/9781937832056?ref=grid-view
Ethics and Law for the Health Professions,All Business  Finance & Law,20-May-13,Ian Kerridge,Paperback,94.18,114.03,4,https://www.bookdepository.com/Ethics-and-Law-for-the-Health-Professions-Ian-Kerridge-Michael-Lowe-Cameron-Stewart/9781862879096?ref=grid-view
Mr. China,All Business  Finance & Law,27-May-10,Tim Clissold,Paperback,10.76,12.48,4,https://www.bookdepository.com/Mr-China-Tim-Clissold/9781849013079?ref=grid-view
The Monk and the Riddle,All Business  Finance & Law,16-Apr-09,Randy Komisar,Paperback,17.35,24,4,https://www.bookdepository.com/The-Monk-and-the-Riddle-Randy-Komisar-Kent-L-Lineback/9781578516445?ref=grid-view
Start-Up Nation,All Business  Finance & Law,29-Oct-10,Dan Senor,Hardback,23.79,27,4,https://www.bookdepository.com/Start-Up-Nation-Dan-Senor-Saul-Singer/9780446541466?ref=grid-view
The Elements of Investing  Updated Edition,All Business  Finance & Law,22-Jan-13,Burton G. Malkiel,Hardback,18.8,22.95,4,https://www.bookdepository.com/The-Elements-of-Investing-Updated-Edition-Burton-G-Malkiel-Charles-D-Ellis/9781118484876?ref=grid-view
Insanely Simple,All Business  Finance & Law,4-Apr-13,Ken Segall,Paperback,12.3,15.03,4,https://www.bookdepository.com/Insanely-Simple-Ken-Segall/9780670921195?ref=grid-view
Use Your Head,All Business  Finance & Law,29-Oct-10,Tony Buzan,Paperback,15.3,34.99,4,https://www.bookdepository.com/Use-Your-Head-Tony-Buzan/9781406644272?ref=grid-view
Blackstone's EU Treaties & Legislation 2017-2018,All Business  Finance & Law,27-Sep-17,Nigel Foster,Paperback,26.6,0,0,https://www.bookdepository.com/Blackstones-EU-Treaties--Legislation-2017-2018-Nigel-Foster/9780198802662?ref=grid-view
The Education of Millionaires,All Business  Finance & Law,29-Sep-15,Michael Ellsberg,Paperback,12.84,17,4,https://www.bookdepository.com/The-Education-of-Millionaires-Michael-Ellsberg/9781591845614?ref=grid-view
Marketing,All Business  Finance & Law,1-Oct-14,Bernadette Jiwa,Paperback,10.17,0,4,https://www.bookdepository.com/Marketing-Bernadette-Jiwa/9781500619213?ref=grid-view
Managing the Non-Profit Organization,All Business  Finance & Law,8-Jul-11,Peter F Drucker,Paperback,15.3,16.99,4,https://www.bookdepository.com/Managing-the-Non-Profit-Organization-Peter-F-Drucker/9780060851149?ref=grid-view
Coaching with the Brain in Mind,All Business  Finance & Law,24-Aug-09,David Rock,Hardback,61.97,64.01,4,https://www.bookdepository.com/Coaching-with-the-Brain-in-Mind-David-Rock-Linda-J-Page/9780470405680?ref=grid-view
Show and Tell,All Business  Finance & Law,24-Aug-15,Dan Roam,Hardback,15.45,0,4,https://www.bookdepository.com/Show-and-Tell-Dan-Roam/9780241004371?ref=grid-view
Valuation,All Business  Finance & Law,4-Sep-15,Inc. McKinsey & Company,Hardback,73.49,93.39,5,https://www.bookdepository.com/Valuation-Inc-McKinsey--Company-Tim-Koller-Marc-Goedhart-David-Wessels-Barbara-Schwimmer-Franziska-Manoury/9781118873700?ref=grid-view
The Box,All Business  Finance & Law,6-May-16,Marc Levinson,Paperback,21.09,0,4,https://www.bookdepository.com/The-Box-Marc-Levinson/9780691170817?ref=grid-view
Just Mercy,All Business  Finance & Law,23-Oct-14,Bryan Stevenson,Hardback,25.68,28,4.5,https://www.bookdepository.com/Just-Mercy-Bryan-Stevenson/9780812994520?ref=grid-view
Super Trader: Make Consistent Profits in Good and Bad Markets,All Business  Finance & Law,21-Feb-11,Van K. Tharp,Hardback,23.99,28,4,https://www.bookdepository.com/Super-Trader-Make-Consistent-Profits-in-Good-and-Bad-Markets-Van-K-Tharp/9780071749084?ref=grid-view
Give and Take,All Business  Finance & Law,4-Sep-13,Adam Grant,Hardback,22.93,27.96,4,https://www.bookdepository.com/Give-and-Take-Adam-Grant/9780670026555?ref=grid-view
Governing the Commons,All Business  Finance & Law,1-Oct-15,Elinor Ostrom,Paperback,22.09,0,4,https://www.bookdepository.com/Governing-the-Commons-Elinor-Ostrom/9781107569782?ref=grid-view
The Wealth and Poverty of Nations,All Business  Finance & Law,17-May-99,David S. Landes,Paperback,19.93,19.95,4,https://www.bookdepository.com/The-Wealth-and-Poverty-of-Nations-David-S-Landes/9780393318883?ref=grid-view
The Long Tail,All Business  Finance & Law,13-Sep-11,Chris Anderson,Paperback,15.16,16.01,4,https://www.bookdepository.com/The-Long-Tail-Chris-Anderson/9781401309664?ref=grid-view
Pre-Referral Intervention Manual,All Business  Finance & Law,1-Jan-14,Stephen B McCarney,Mixed media product,106.11,0,4.5,https://www.bookdepository.com/Pre-Referral-Intervention-Manual-Stephen-B-McCarney-Kathy-Cummins-Wunderlich-Samm-N-House/9780015617004?ref=grid-view
The Making of the English Working Class,All Business  Finance & Law,12-Feb-66,E.P. Thompson,Paperback,23.29,24.58,4,https://www.bookdepository.com/The-Making-of-the-English-Working-Class-EP-Thompson/9780394703220?ref=grid-view
The Five Temptations of a CEO,All Business  Finance & Law,7-Nov-08,Patrick M. Lencioni,Hardback,20.04,24.94,4,https://www.bookdepository.com/The-Five-Temptations-of-CEO-Patrick-M-Lencioni/9780470267585?ref=grid-view
HR: Disrupted,All Business  Finance & Law,12-Jan-17,Lucy Adams,Paperback,19.07,19.99,4,https://www.bookdepository.com/HR-Disrupted-Lucy-Adams/9781910056509?ref=grid-view
Best Practices for Equity Research Analysts: Essentials for Buy-Side and Sell-Side Analysts,All Business  Finance & Law,3-Feb-11,James Valentine,Hardback,73.02,84.99,4,https://www.bookdepository.com/Best-Practices-for-Equity-Research-Analysts-Essentials-for-Buy-Side-and-Sell-Side-Analysts-James-Valentine/9780071736381?ref=grid-view
Win Forever,All Business  Finance & Law,2-Aug-11,Pete Carroll,Paperback,14.88,16.01,4,https://www.bookdepository.com/Win-Forever-Pete-Carroll/9781591844167?ref=grid-view
104 Activities That Build,All Business  Finance & Law,1-Mar-98,Alanna Jones,Paperback,19.71,24,4,https://www.bookdepository.com/104-Activities-That-Build-Alanna-Jones/9780966234138?ref=grid-view
A History of the World in Seven Cheap Things,All Business  Finance & Law,7-Nov-17,Raj Patel,Hardback,21.11,24.94,3.5,https://www.bookdepository.com/History-of-the-World-in-Seven-Cheap-Things-Raj-Patel-Jason-W-Moore/9780520293137?ref=grid-view
How To Start A Conversation And Make Friends,All Business  Finance & Law,14-Jul-11,Don Gabor,Paperback,13.38,16.01,3.5,https://www.bookdepository.com/How-Start-Conversation-And-Make-Friends-Don-Gabor/9781451610994?ref=grid-view
Theory U: Leading from the Future as It Emerges,All Business  Finance & Law,1-Sep-16,C. Otto Scharmer,Hardback,40.31,0,4,https://www.bookdepository.com/Theory-U-Leading-from-the-Future-as-It-Emerges-C-Otto-Scharmer-Peter-Senge/9781626567986?ref=grid-view
OPEN,All Business  Finance & Law,30-Oct-13,David Price,Paperback,19.48,0,4,https://www.bookdepository.com/OPEN-David-Price/9781909979017?ref=grid-view
Diary of a Professional Commodity Trader,All Business  Finance & Law,2-Feb-11,Peter L. Brandt,Hardback,30.96,39.27,3.5,https://www.bookdepository.com/Diary-of-Professional-Commodity-Trader-Peter-L-Brandt/9780470521458?ref=grid-view
Zero Zero Zero,All Business  Finance & Law,1-Sep-16,Roberto Saviano,Paperback,13.31,13.87,3.5,https://www.bookdepository.com/Zero-Zero-Zero-Roberto-Saviano/9781846147708?ref=grid-view
Not for Greens,All Business  Finance & Law,23-May-14,Ian Plimer,Paperback,22.21,29.96,4.5,https://www.bookdepository.com/Not-for-Greens-Ian-Plimer/9781925138191?ref=grid-view
Principles of Corporate Finance,All Business  Finance & Law,22-Jun-17,Richard A. Brealey,Paperback,93.34,0,4,https://www.bookdepository.com/Principles-of-Corporate-Finance-Richard--Brealey-Stewart-C-Myers-Franklin-Allen/9781259253331?ref=grid-view
Talk Like Ted,All Business  Finance & Law,3-Oct-15,Carmine Gallo,Paperback,15.02,15.99,4,https://www.bookdepository.com/Talk-Like-Ted-Carmine-Gallo/9781250061539?ref=grid-view
Teeline for Journalists,All Business  Finance & Law,1-Aug-06,Dawn Johnston,Mixed media product,44.52,0,4,https://www.bookdepository.com/Teeline-for-Journalists-Dawn-Johnston/9780435471606?ref=grid-view
The Procrastination Equation,All Business  Finance & Law,3-Jan-12,Piers Phd Steel,Paperback,14.49,14.99,4,https://www.bookdepository.com/The-Procrastination-Equation-Piers-Phd-Steel/9780061703621?ref=grid-view
Succeed,All Business  Finance & Law,19-Jan-12,Heidi Grant Halvorson,Paperback,14.63,16.01,4,https://www.bookdepository.com/Succeed-Heidi-Grant-Halvorson/9780452297715?ref=grid-view
The School of Greatness,All Business  Finance & Law,27-Oct-15,Lewis Howes,Hardback,19.5,25.99,4,https://www.bookdepository.com/The-School-of-Greatness-Lewis-Howes/9781623365967?ref=grid-view
Social Entrepreneurship,All Business  Finance & Law,16-Apr-10,David Bornstein,Paperback,12.08,16.95,4,https://www.bookdepository.com/Social-Entrepreneurship-David-Bornstein-Susan-Davis/9780195396331?ref=grid-view
The Sketchnote Workbook,All Business  Finance & Law,22-Aug-14,Mike Rohde,Mixed media product,29.9,39.99,4,https://www.bookdepository.com/The-Sketchnote-Workbook-Mike-Rohde/9780133831719?ref=grid-view
Delivering Happiness,All Business  Finance & Law,19-Mar-13,Tony Hsieh,Paperback,14.38,17,4,https://www.bookdepository.com/Delivering-Happiness-Tony-Hsieh/9780446576222?ref=grid-view
The Third Plate,All Business  Finance & Law,5-May-16,Dan Barber,Paperback,13.66,15.26,4,https://www.bookdepository.com/The-Third-Plate-Dan-Barber/9780349141701?ref=grid-view
Deluxe,All Business  Finance & Law,1-Aug-08,Dana Thomas,Paperback,17.32,18,4,https://www.bookdepository.com/Deluxe-Dana-Thomas/9780143113706?ref=grid-view
Competition Demystified,All Business  Finance & Law,8-Nov-07,Bruce C. N. Greenwald,Paperback,17.74,18,4.5,https://www.bookdepository.com/Competition-Demystified-Bruce-C-N-Greenwald-Judd-Kahn/9781591841807?ref=grid-view
Throwing Rocks at the Google Bus,All Business  Finance & Law,3-Mar-16,Douglas Rushkoff,Paperback,18.13,20.81,4,https://www.bookdepository.com/Throwing-Rocks-at-the-Google-Bus-Douglas-Rushkoff/9780241004418?ref=grid-view
Irrational Exuberance,All Business  Finance & Law,20-Feb-15,Robert J. Shiller,Hardback,34.16,0,4,https://www.bookdepository.com/Irrational-Exuberance-Robert-J-Shiller/9780691166261?ref=grid-view
Scribbles in the Margins,All Business  Finance & Law,18-May-17,Daniel Gray,Hardback,13.05,13.87,4,https://www.bookdepository.com/Scribbles-in-the-Margins-Daniel-Gray/9781408883945?ref=grid-view
Statistics Done Wrong,All Business  Finance & Law,2-Sep-15,Alex Reinhart,Paperback,21.95,24.94,4,https://www.bookdepository.com/Statistics-Done-Wrong-Alex-Reinhart/9781593276201?ref=grid-view
Technical Analysis of Stock Trends,All Business  Finance & Law,15-Feb-11,Robert D Edwards,Paperback,35.65,39.99,4,https://www.bookdepository.com/Technical-Analysis-of-Stock-Trends-Robert-D-Edwards-John-Magee/9781607961635?ref=grid-view
Lawyer's Latin,All Business  Finance & Law,28-Sep-07,John Gray,Hardback,14.1,20,4.5,https://www.bookdepository.com/Lawyers-Latin-John-Gray/9780709082774?ref=grid-view
The Psychology of Executive Coaching,All Business  Finance & Law,23-Oct-09,Bruce Peltier,Paperback,44.84,49.94,4.5,https://www.bookdepository.com/The-Psychology-of-Executive-Coaching-Bruce-Peltier/9780415993418?ref=grid-view
The Bottom Billion,All Business  Finance & Law,22-Aug-08,Paul Collier,Paperback,15.17,15.95,4,https://www.bookdepository.com/The-Bottom-Billion-Paul-Collier/9780195373387?ref=grid-view
Work Rules !,All Business  Finance & Law,7-Apr-15,Laszlo Bock,Hardback,23.82,29.5,4,https://www.bookdepository.com/Work-Rules--Laszlo-Bock/9781455554799?ref=grid-view
Deluxe,All Business  Finance & Law,7-Aug-08,Dana Thomas,Paperback,14.55,15.81,4,https://www.bookdepository.com/Deluxe-Dana-Thomas/9780141019673?ref=grid-view
Leadership 2.0,All Business  Finance & Law,30-Oct-12,Travis Bradberry,Hardback,18.75,19.95,4,https://www.bookdepository.com/Leadership-20-Travis-Bradberry-Jean-Greaves/9780974320694?ref=grid-view
The Loudest Duck,All Business  Finance & Law,16-Nov-09,Laura A. Liswood,Hardback,18.49,22,3.5,https://www.bookdepository.com/The-Loudest-Duck-Laura--Liswood/9780470485842?ref=grid-view
The 4-Hour Workweek by Timothy Ferriss Summary Guide,All Business  Finance & Law,24-Sep-15,Brainy Books,Paperback,10.59,0,3,https://www.bookdepository.com/The-4-Hour-Workweek-by-Timothy-Ferriss-Summary-Guide-Brainy-Books/9781517488307?ref=grid-view
Your Life in My Hands,All Business  Finance & Law,1-Oct-17,Rachel Clarke,Hardback,21.46,28.96,4,https://www.bookdepository.com/Your-Life-in-My-Hands-Rachel-Clarke/9781786064516?ref=grid-view
Traders  Guns and Money,All Business  Finance & Law,18-Jul-12,Satyajit Das,Paperback,14.46,17.28,4,https://www.bookdepository.com/Traders-Guns-and-Money-Satyajit-Das/9780273776765?ref=grid-view
Small Data,All Business  Finance & Law,20-Feb-17,Martin Lindstrom,Paperback,11.84,15.26,3.5,https://www.bookdepository.com/Small-Data-Martin-Lindstrom/9781473630130?ref=grid-view
How to Run a Great Workshop,All Business  Finance & Law,30-Jan-13,Nikki Highmore Simms,Paperback,18.55,29.98,3.5,https://www.bookdepository.com/How-Run-Great-Workshop-Nikki-Highmore-Simms/9780273707875?ref=grid-view
NLP at Work,All Business  Finance & Law,30-Mar-10,Sue Knight,Paperback,23.61,24.94,4,https://www.bookdepository.com/NLP-at-Work-Sue-Knight/9781857885293?ref=grid-view
What Money Can't Buy,All Business  Finance & Law,19-Jun-13,Anne T and Robert M Bass Professor of Government Michael J Sandel,Paperback,14.21,15.01,4,https://www.bookdepository.com/What-Money-Cant-Buy-Anne-T-and-Robert-M-Bass-Professor-of-Government-Michael-J-Sandel/9780374533656?ref=grid-view
The 22 Immutable Laws Of Branding,All Business  Finance & Law,13-Sep-12,Al Ries,Paperback,10.52,15.26,4,https://www.bookdepository.com/The-22-Immutable-Laws-Of-Branding-Al-Ries-Laura-Ries/9781861976055?ref=grid-view
The Answer,All Business  Finance & Law,29-Sep-09,John Assaraf,Paperback,15.2,16.01,4,https://www.bookdepository.com/The-Answer-John-Assaraf/9781416562009?ref=grid-view
History on Trial,All Business  Finance & Law,1-Apr-06,Deborah E. Lipstadt,Paperback,13.83,16.7,4,https://www.bookdepository.com/History-on-Trial-Deborah-E-Lipstadt/9780060593773?ref=grid-view
Winners,All Business  Finance & Law,31-Mar-16,Alastair Campbell,Paperback,13.78,13.87,4,https://www.bookdepository.com/Winners-Alastair-Campbell/9780099598886?ref=grid-view
Out of Our Minds,All Business  Finance & Law,13-Nov-17,Ken Robinson,Hardback,19.7,23,4,https://www.bookdepository.com/Out-of-Our-Minds-Ken-Robinson/9780857087416?ref=grid-view
Regions Of Thick-Ribbed Ice: Short Black 4,All Business  Finance & Law,26-Nov-15,Helen Garner,Paperback,7.52,0,4,https://www.bookdepository.com/Regions-Of-Thick-Ribbed-Ice-Short-Black-4-Helen-Garner/9781863957663?ref=grid-view
Make Your Mark,All Business  Finance & Law,22-Aug-17,Margie Warrell,Paperback,20.24,0,4,https://www.bookdepository.com/Make-Your-Mark-Margie-Warrell/9780730343233?ref=grid-view
Capital Returns,All Business  Finance & Law,25-Nov-15,Edward Chancellor,Hardback,32.58,48,4.5,https://www.bookdepository.com/Capital-Returns-Edward-Chancellor/9781137571649?ref=grid-view
The Hour Between Dog and Wolf,All Business  Finance & Law,1-Feb-13,Professor John Coates,Paperback,12.72,22,4,https://www.bookdepository.com/The-Hour-Between-Dog-and-Wolf-Professor-John-Coates/9780007413522?ref=grid-view
Shoe Dog,All Business  Finance & Law,3-May-18,Phil Knight,Paperback,12.41,13.87,4.5,https://www.bookdepository.com/Shoe-Dog-Phil-Knight/9781471146725?ref=grid-view
Copyediting & Proofreading for Dummies,All Business  Finance & Law,5-Jul-07,Suzanne Gilad,Paperback,16.75,19.99,4,https://www.bookdepository.com/Copyediting--Proofreading-for-Dummies-Suzanne-Gilad/9780470121719?ref=grid-view
The Accidental Administrator: Cisco ASA Security Appliance,All Computing,3-Aug-10,Don R. Crawley,Paperback,45.82,0,4,https://www.bookdepository.com/The-Accidental-Administrator-Cisco-ASA-Security-Appliance-Don-R-Crawley/9781449596620?ref=grid-view
Red Hat Enterprise Linux 5 Administration Unleashed,All Computing,20-Apr-07,Tammy Fox,Paperback,53.43,54.98,4,https://www.bookdepository.com/Red-Hat-Enterprise-Linux-5-Administration-Unleashed-Tammy-Fox/9780672328923?ref=grid-view
XNA 4.0 Game Development by Example,All Computing,30-Sep-10,Kurt Jaegers,Paperback,51.33,0,4,https://www.bookdepository.com/XNA-40-Game-Development-by-Example-Kurt-Jaegers/9781849690669?ref=grid-view
Building Powerful and Robust Websites with Drupal 6,All Computing,20-Feb-08,David Mercer,Paperback,40.87,44.99,3.5,https://www.bookdepository.com/Building-Powerful-and-Robust-Websites-with-Drupal-6-David-Mercer/9781847192974?ref=grid-view
Digital History,All Computing,30-Aug-05,Daniel Cohen,Paperback,29.14,29.96,3.5,https://www.bookdepository.com/Digital-History-Daniel-Cohen-Roy-Rosenzweig/9780812219234?ref=grid-view
Growlanser Art Works,All Computing,9-Apr-13,Satoshi Urushihara,Paperback,38.16,39.99,4,https://www.bookdepository.com/Growlanser-Art-Works-Satoshi-Urushihara/9781926778655?ref=grid-view
Introduction to Deep Learning Using R,All Computing,18-Aug-17,Taweh Beysolow,Paperback,34.83,39.99,0,https://www.bookdepository.com/Introduction-Deep-Learning-Using-R-Taweh-Beysolow/9781484227336?ref=grid-view
The Intelligent Web,All Computing,28-Jan-14,Gautam Shroff,Hardback,22.43,29.96,4,https://www.bookdepository.com/The-Intelligent-Web-Gautam-Shroff/9780199646715?ref=grid-view
The Book Of Xen,All Computing,10-Nov-09,Luke S. Crawford,Paperback,39.83,49.94,4,https://www.bookdepository.com/The-Book-Of-Xen-Luke-S-Crawford/9781593271862?ref=grid-view
Learning C++ by Creating Games with UE4,All Computing,28-Feb-15,William Sherif,Paperback,40.16,44.99,3.5,https://www.bookdepository.com/Learning-C---by-Creating-Games-with-UE4-William-Sherif/9781784396572?ref=grid-view
Accounting Information Systems,All Computing,7-Apr-14,Patrick Wheeler,Paperback,119.13,0,3.5,https://www.bookdepository.com/Accounting-Information-Systems-Patrick-Wheeler-Richard-B-Dull-Ulric-J-Gelinas/9780170355391?ref=grid-view
Foundations of Qt Development,All Computing,6-Aug-07,Johan Thelin,Paperback,47.33,54.98,4,https://www.bookdepository.com/Foundations-of-Qt-Development-Johan-Thelin/9781590598313?ref=grid-view
